epoch: 0, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.16696401555949256
epoch: 1, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.15750226598686276
epoch: 2, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.15290921610559297
epoch: 3, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1503934682064026
epoch: 4, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14867685956736099
epoch: 5, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14743748500912338
epoch: 6, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1466198306276846
epoch: 7, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14590020052593664
epoch: 8, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1452824532805824
epoch: 9, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14485464555301988
epoch: 10, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14451631506802032
epoch: 11, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14420153294561877
epoch: 12, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1439416718060905
epoch: 13, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14370752675444712
epoch: 14, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1434899854537879
epoch: 15, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14330717460876088
epoch: 16, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14313035246671846
epoch: 17, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14296692649209627
epoch: 18, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14281347926306356
epoch: 19, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14267389963496593
epoch: 20, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1425448039872573
epoch: 21, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1424245318422791
epoch: 22, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14231179384424156
epoch: 23, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14220459026016632
epoch: 24, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1421055728963711
epoch: 25, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14200110302930866
epoch: 26, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14192847200331898
epoch: 27, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14184438603972696
epoch: 28, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14176639667252552
epoch: 29, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14169262193848434
epoch: 30, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1416208029714318
epoch: 31, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14155449083070756
epoch: 32, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14148706903904906
epoch: 33, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14144486734681483
epoch: 34, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1413884362668315
epoch: 35, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1413333894050663
epoch: 36, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.141280200446173
epoch: 37, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1412223739893546
epoch: 38, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14118598771577084
epoch: 39, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1411360730926167
epoch: 40, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14108701968305853
epoch: 41, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14103689786339801
epoch: 42, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14098590958416113
epoch: 43, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14093500985903376
epoch: 44, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14087099321980703
epoch: 45, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14082298639706264
epoch: 46, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14078459706795862
epoch: 47, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14073034969667597
