epoch: 0, precision: 0.14285714285714285, acc: 0.9622395833333334, recall: 0.041666666666666664, loss: 0.15866131138894538
epoch: 1, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14893101523546873
epoch: 2, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1475637623461035
epoch: 3, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14648272851441527
epoch: 4, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14556390196361402
epoch: 5, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14480076830478938
epoch: 6, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1441185428747579
epoch: 7, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1435482778253123
epoch: 8, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1430151056014476
epoch: 9, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14253368835510613
epoch: 10, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14215387776374086
epoch: 11, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14173487372940832
epoch: 12, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14142744439960397
epoch: 13, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14107557454384956
epoch: 14, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14076741775726498
epoch: 15, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14048952668335613
epoch: 16, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1401968924298668
epoch: 17, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13993113526849668
epoch: 18, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13970445465262213
epoch: 19, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13946613230170044
epoch: 20, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13920290224678655
epoch: 21, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1389933609258386
epoch: 22, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13874637600319306
epoch: 23, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13841884699154444
epoch: 24, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13830022326794641
epoch: 25, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13810453892372335
epoch: 26, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13770805081040416
epoch: 27, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13754921308596554
epoch: 28, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13730059863215957
epoch: 29, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1370820848697213
epoch: 30, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13701237791458823
epoch: 31, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13656121527932383
epoch: 32, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13668096393107093
epoch: 33, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1363403272050053
epoch: 34, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1360959279751007
epoch: 35, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13586004822780134
epoch: 36, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13588199771640638
epoch: 37, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13553202872754577
epoch: 38, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13507502684492678
epoch: 39, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13496870963488894
epoch: 40, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13474964557542168
epoch: 41, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13429046936141634
epoch: 42, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13400947358694548
epoch: 43, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1338689642318705
epoch: 44, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13347944375390303
epoch: 45, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13311194019886927
epoch: 46, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13322164313225965
epoch: 47, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13265648528019625
epoch: 48, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13244102920164516
epoch: 49, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13233130304419907
epoch: 50, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13177997893910154
