epoch: 0, precision: 0.0, acc: 0.9661458333333334, recall: 0.0, loss: 0.15920619076714734
epoch: 1, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1469200350824048
epoch: 2, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14540271383050832
epoch: 3, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14451588164170281
epoch: 4, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14390633636599073
epoch: 5, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14344813804024384
epoch: 6, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14309314809767518
epoch: 7, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14280767252615875
epoch: 8, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1425725471302187
epoch: 9, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14236849492740114
epoch: 10, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.142204973901253
epoch: 11, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14205624859663288
epoch: 12, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14192479754789197
epoch: 13, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1418130433400915
epoch: 14, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1417070618484038
epoch: 15, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14160699901233198
epoch: 16, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14151611066294104
epoch: 17, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1414313947034673
epoch: 18, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14135089043375168
epoch: 19, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.141268268091287
epoch: 20, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1411572865157294
epoch: 21, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14108471596426556
epoch: 22, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14099545720105097
epoch: 23, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14087743254691557
epoch: 24, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14079953352559924
epoch: 25, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14071436502977644
epoch: 26, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14064494084259682
epoch: 27, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14056508203113927
epoch: 28, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14046508662682936
epoch: 29, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14036101464152032
epoch: 30, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14026087528170536
epoch: 31, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14014453843510769
epoch: 32, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.14006272572571563
epoch: 33, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1398731044170316
epoch: 34, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13962528902500093
epoch: 35, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13922432331554538
epoch: 36, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13882856357347706
epoch: 37, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13849195487601623
epoch: 38, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1381558248699716
epoch: 39, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1378660309529058
epoch: 40, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.13729036226815997
epoch: 41, precision: 0.0, acc: 0.96875, recall: 0.0, loss: 0.1371186221018242
